geneID,AO,BG,BD,AS,AM,AV,D2,H,AQ,W,BN,AY,BI,AK
ENSG00000003987,0.973863715,0.205663508,0.125353779,0.41325189,0.057538127,0.480025602,0.464675272,0.374761935,0.807034903,0.35242622,0.148999098,0.30732258,0.156378999,0.139841745
ENSG00000003989,0.714880243,8.08598475,0.031592829,1.260234307,0,2.476239771,2.311873606,0.444969147,1.131538947,0.36573659,0.034663516,0.197642015,1.078906073,0.015104666
ENSG00000004059,38.21093167,130.3455518,29.61022689,111.1816006,40.25266721,35.36045788,62.19763429,27.96213559,40.28135867,46.30703039,45.41331797,56.34633558,22.09345613,59.60881817
ENSG00000004139,3.413905509,3.345833292,1.44263825,0.974782789,1.334468615,0.436065298,0.317507368,0.917464374,3.999690015,1.726538801,1.34119902,0.167578266,1.669180961,1.332076866
ENSG00000004142,75.95409218,60.02227502,72.78963312,34.76513458,75.92342648,109.7287632,38.71096935,43.65915396,92.44416424,59.87605014,75.97696263,30.86779576,64.33809236,50.03205874
ENSG00000004399,8.104645936,5.053251739,0.877867764,13.10165911,0.043674202,6.523085184,1.259681593,17.0316161,19.795632,5.164710984,0.03728488,25.09116821,11.19693511,3.314373431
ENSG00000004455,49.51687176,41.89261282,75.55673421,82.66780804,87.64504062,44.50779082,39.57816991,77.65389164,59.2272336,58.80341502,86.51827066,67.34343385,25.21521423,40.601292
ENSG00000004468,0,0.057310691,39.42783342,0.021112258,44.18677743,0,0,0.068074237,0,0.148274738,11.38299089,0.043311807,0.219700459,0
ENSG00000004478,72.06477211,101.4165134,43.0561479,115.7823059,102.9729432,98.3291328,45.30297321,56.91282453,111.2683072,72.13905664,55.47462272,65.16797217,175.3128782,165.0558227
ENSG00000004487,30.28516884,90.17191802,34.45914202,22.96290392,61.07599794,36.96891263,21.7903914,22.29419014,59.30864882,35.19755475,40.26070513,22.3138067,55.41591329,56.05669961
ENSG00000004534,27.41071729,20.57586347,34.17199882,9.069990162,29.32448488,25.53516628,10.55029946,16.20944556,23.34104344,28.49978811,32.93171115,15.00267294,18.93618041,45.3580129
ENSG00000004660,15.81017994,1.440383216,0.23730283,7.714282646,0.363709455,7.908634411,1.589338133,6.374755841,15.57545998,2.098756485,0.498094629,3.234251939,3.3304003,24.48665553
ENSG00000004700,23.64832339,16.17752933,29.38649373,12.50639532,28.01634308,12.31046035,16.70799879,10.29791086,27.16627113,11.97643797,32.31425297,12.20024098,63.13123592,21.27468151
ENSG00000004766,7.090979019,9.98867938,6.777133808,6.438479306,7.183827833,6.364949906,7.287784334,6.556317518,7.658564053,12.35640012,7.753300106,6.152697405,6.049328389,10.20469404
ENSG00000004776,3.386204833,0.044052771,0.024613018,0.048684816,0.108456201,2.59895629,0.162201351,0,1.442532738,0.781534134,0.027005297,0.19975384,1.312628956,0.164746242
ENSG00000004777,5.789863978,4.21981704,4.285864043,8.260577565,2.194580787,4.235008099,1.407689171,1.668352443,2.239708551,7.607826803,8.081364409,6.897294496,6.583525672,10.16243722
ENSG00000004779,108.8349191,106.0619493,97.52217148,51.28117411,103.6271424,105.7897028,60.86866858,84.23321447,137.5276779,172.4797816,90.5967616,102.8982816,77.89352814,67.13588874
ENSG00000004799,2.402349458,1.610340668,0,1.590574859,0,1.440459518,0.870857056,2.779507636,3.435537767,3.805457655,0,0.536237955,0.925985826,3.473557893
ENSG00000004809,0.018319931,0.018113293,0,0.040035727,0,0.039578506,0,0,0.017973635,0.02008409,0,0.020533328,0,0
ENSG00000004838,3.657767703,0.410119738,0.291633663,0.247223377,0.137686195,0.706044474,0.080078516,5.325375141,2.010123966,0.840584354,0.39616473,0.408560751,0.285853359,0.464770994
ENSG00000004846,0.444763524,0.049548944,0,0.041069173,0,0.121800453,0.005701192,0.011035266,0.565419454,0.061807568,0,0.06319007,0.006475425,0.198536293
ENSG00000004848,0.189855886,0.062571478,0,0.055320576,0,0.0136722,0,0.011148458,0.08692465,0.027751799,0.030686131,0,0,0
ENSG00000004864,12.07688044,62.18389517,5.480791618,13.20865415,9.09127647,31.72061675,11.04320863,14.95669036,19.12110449,25.75457351,5.515832004,10.91571506,14.44083756,15.46933592
ENSG00000004866,4.156248136,5.897129741,10.55731202,5.200038762,9.047319744,4.923633091,7.302459794,2.223061769,4.755244851,5.933064635,12.13140561,5.995405836,5.451553165,13.99502806
ENSG00000004897,8.885504218,25.81607052,22.60814081,8.296560628,23.5307235,16.51207645,13.04968025,14.70773164,11.4941073,18.11331828,20.59903198,24.02548697,19.32354552,7.451315889
ENSG00000004939,0,0,0.008100236,0,0,0,0,0,0.007193074,0.048226087,0.115538072,0.057522266,0,0.077455146
ENSG00000004948,0,2.307871754,0,0,0,0.021277731,0,0,0,0.097176348,0,0.011038886,0,0
ENSG00000004961,18.03299069,12.91380768,16.39086456,20.12357028,17.08354252,15.62833891,13.26930997,17.81275862,20.28006249,11.12911729,19.59246783,17.30897292,37.46344114,18.49356414
ENSG00000004975,37.10127078,40.14118274,22.52082963,28.03262974,21.96133849,17.56296876,19.90192569,33.48656968,34.36459036,26.86918496,24.94369622,19.61577086,26.94354328,37.11853085
ENSG00000005001,65.63337171,0.207740917,0.029017079,22.87234417,0,3.603029043,102.8309167,9.322781457,23.13912334,15.34666466,0,39.35730747,0.461535241,0.638166695
ENSG00000005007,71.44889032,49.20176402,41.07496606,51.42254453,50.749532,67.67989346,43.58639636,41.28376599,86.15208081,71.6133716,49.42383501,42.39417623,62.69807714,42.41861916
ENSG00000005020,31.14812966,0.594150455,17.64427083,21.55915366,25.93101494,12.7267865,29.40896505,3.865520104,23.47558188,15.71129427,25.97049066,35.76864061,19.42612057,25.0476923
ENSG00000005022,287.1277103,253.2090693,261.541133,519.5166613,314.5122557,237.0077305,101.8853016,376.702094,251.3128299,295.6695381,307.1547769,153.7835671,176.2996003,235.1157946
ENSG00000005059,18.60175078,11.46324906,21.79195384,11.14414732,20.18092783,4.313211575,5.487550368,13.15005325,9.266660075,3.094117737,23.52125718,6.27273257,22.44460589,1.016470836
ENSG00000005073,0.777204094,0.36069526,0,0.086656851,0,0.017133441,0.173226802,0.027941582,1.680640637,0.069554835,0,0.10666594,1.229695972,0.033513272
ENSG00000005075,44.87720552,70.20584242,42.20266325,30.30107405,49.4383394,36.91640593,53.88896228,40.76675336,43.64571439,59.00425484,59.7509012,49.11726174,54.82807957,38.7865785
ENSG00000005100,12.33044479,19.78934691,12.25572314,8.743811955,15.18082755,8.650954105,6.793401393,19.45008659,16.02599141,7.415984076,15.65404512,5.591987512,17.51495941,9.419031046
ENSG00000005102,0,0.731256471,0,11.15241974,0,24.54854299,1.29728125,5.566898334,0.01319306,22.51131194,0.195611331,0.49737378,0,0.909203811
ENSG00000005108,0.022804512,0.140920571,0,0.049836172,0.034694094,0.104692433,10.61081988,0.010043216,0,0.493760353,0.048376913,0.49841477,0.100186037,0.006022941
ENSG00000005156,7.196048285,16.49078269,11.0460627,5.057218732,12.49147315,12.25838161,3.700800834,7.362657817,11.50125376,6.537095681,8.439317578,11.80952499,8.576180236,10.98285405
ENSG00000005175,29.42418876,24.80176677,21.8506814,20.5358899,21.37324303,26.62446294,8.467091351,15.26153161,41.04308931,17.57486195,17.5219912,21.57206564,16.92645921,30.57389101
ENSG00000005187,5.744943472,0.253013103,0.918857156,0.671080397,1.121235071,1.050409386,0.081514018,1.104453645,2.937429022,4.067857698,1.551024817,0.760065118,0.066131277,1.081377292
ENSG00000005189,4.364455622,6.261050714,4.570526042,2.735570963,4.301710376,5.133888327,1.060050553,3.242852341,4.570922218,5.900201862,6.150791702,4.036456486,3.695057752,2.418557585
ENSG00000005194,18.50113999,42.62192411,33.06622438,34.99951843,25.46180794,37.14073702,19.02448269,37.35291399,21.42489464,10.79064215,27.17975514,26.04675187,30.45475638,44.60740182
ENSG00000005206,20.74639114,15.28040471,27.62788308,13.22370805,23.05314666,32.61465728,15.37819685,23.51508491,15.02202112,13.62348985,27.5111348,21.52932057,19.06612789,23.46137914
ENSG00000005238,6.427540165,1.49677133,2.703943218,3.501291136,0.75235264,4.674124903,11.67085937,2.789050197,1.83797318,1.956975488,2.232712452,3.54903143,5.111921371,2.845419674
ENSG00000005243,7.762428026,3.393101651,3.6561519,9.597902685,1.839799378,2.118316288,1.636030908,3.634522465,2.124378807,3.986229763,4.061039051,12.27197022,10.38906778,4.013976022
ENSG00000005249,5.452965233,6.861857237,0.590646702,13.39303028,0.011830269,2.162931026,1.203105239,3.878377403,15.04835305,1.38529273,0.082479731,3.682324698,7.425262185,10.01203417
ENSG00000005302,8.725422465,9.389440345,20.69237682,8.333693251,17.88373824,5.853685213,11.98857907,6.699168649,7.233924041,5.350282666,19.61753832,9.069235913,16.11722472,9.9544922
ENSG00000005339,9.040615231,12.41015453,6.202225283,5.717980448,5.889202823,4.921070509,7.42756215,9.245222397,7.461411251,11.19673978,6.596736971,14.53275292,9.352314238,13.4560302
ENSG00000005379,4.262617341,0.080231961,2.726532371,5.111458759,0.946972247,2.021233735,0.256313654,3.149116334,2.158926808,6.656414151,2.708008789,9.212840424,1.10527512,6.5304408
ENSG00000005381,0,0.065220986,0,1.886062403,0,0.106883484,0.08004742,0,0,0.096423043,0.026654579,0,0.022729506,0.162606681
ENSG00000005421,0.028350235,0.084091388,0,0.077444498,0,0.030624023,0.012900945,0.062427892,0.01390717,0,0.068733109,0,0,0.059901059
ENSG00000005436,3.82873757,8.932929631,4.737351775,3.896923436,7.314210454,5.579365999,2.171333589,5.8421034,7.384030906,3.810947021,6.161830347,4.217809086,6.661296313,3.845647996
ENSG00000005448,30.5304597,17.69002969,7.101252588,8.053018175,23.91984014,14.18635788,14.83521024,38.02373753,25.16324213,14.26221011,20.80845282,17.02297394,4.344229843,19.78321465
ENSG00000005469,3.54271682,6.438725265,3.825428855,4.509977316,5.302568832,2.439774954,2.431244987,2.28227723,2.373408647,4.260945638,5.225707927,2.030348364,7.62055181,4.178735617
ENSG00000005471,0.090551497,0.053718081,5.032211061,0.069260811,4.210016109,0.166283876,0.840602448,1.643027586,0.062187884,0.357376896,3.282057252,0.11164103,0.496099733,0.028698866
ENSG00000005483,5.242509479,25.685944,13.43647554,4.038236418,11.87682775,10.88861541,13.22256137,8.000882595,7.1854996,24.86155168,11.26919164,21.18816299,9.287790394,16.60433784
ENSG00000005486,120.4279948,76.9650232,19.35930484,84.67647845,18.82581346,41.81284794,48.07147527,44.98717471,87.24923264,100.2139622,24.76543954,88.8990745,44.02036566,52.48347078
ENSG00000005513,0.552204966,11.7774919,0,0.229860791,0,0,0,0.100365652,3.646176773,0.028827657,0,0.265252225,0,0.333357399
ENSG00000005700,5.808398429,15.15384034,20.93923004,16.7538009,14.27048201,12.69789166,15.76584939,10.70354366,7.592239943,11.14023399,14.27155476,20.58182204,14.73697389,9.109116659
ENSG00000005801,12.12164419,11.85161934,9.519536244,9.321125956,9.949833935,28.79586203,11.33323229,8.08591285,14.39366848,6.651181121,9.895068323,4.36845507,5.916700799,8.442297957
ENSG00000005810,1.875202483,5.598085409,9.770016559,2.758473554,13.3075253,1.879045237,3.1994068,2.289754542,2.089335527,2.972115144,10.81066362,2.362446458,2.551989482,3.877641739
ENSG00000005812,9.497903393,11.53811617,13.88043509,23.89027696,13.40640008,13.87412508,21.23208967,9.253684878,8.360023722,17.48711908,12.72278692,9.131310862,21.47295597,29.63004265
ENSG00000005844,0.237417584,0.006904108,31.962749,0.007630058,14.78794992,0.007542921,0.006355194,0,0.034254377,0,38.25213095,0.031306136,0.057745938,0.036885172
ENSG00000005882,6.613681314,4.017612719,2.8877223,1.017512647,1.597017556,8.29861182,2.282477133,2.097141639,5.128641013,14.07188843,1.872817378,4.293459104,1.246997508,3.722676693
ENSG00000005884,59.97411271,0.105102724,1.84242296,88.45129103,2.167104936,24.2644886,158.1442299,233.9794762,64.51785851,400.8043746,1.264443329,11.22941788,59.385899,73.37544104
ENSG00000005889,4.382845829,8.957301577,9.876157343,10.31489402,6.553621626,4.734365433,6.206873546,2.982305471,4.815053214,2.988543409,7.368065615,8.674934249,4.660023834,9.952484095
ENSG00000005893,52.80504953,28.38207447,25.73731346,94.31628395,22.55894358,35.31106441,24.08679996,33.47914612,51.22200651,40.19425931,19.80772227,35.79846565,55.06114754,51.2434981
ENSG00000005955,20.94373015,21.67494594,17.8144616,18.27830125,21.28433556,27.97576788,22.17799663,19.07090885,22.0899474,15.37170312,24.49237614,32.64444433,31.78586507,29.48293473
ENSG00000005961,4.281268277,0.863873122,0.072399048,0.477353668,0.106341093,1.887608573,0,0.41365362,4.457504719,1.233252305,0.052957283,1.836171102,0.50803821,1.211500269
ENSG00000005981,0.009516785,28.50119846,0,0,0,0,0,0.058677322,0,0,0,0,0,0.010053982
ENSG00000006007,33.98642315,23.4417411,15.19394744,19.82042239,14.323176,25.85032495,19.18916381,25.86528328,41.34751465,52.4844387,17.65663759,28.14821706,16.87813919,20.71234245
ENSG00000006015,28.88508277,16.11934677,14.89603795,9.988247879,18.15310409,24.47009797,11.6390491,8.298649896,16.67601184,19.20073219,22.69882347,27.806707,21.02016852,5.179534014
ENSG00000006016,1.320374234,0.421770866,0.022442897,0.377334489,0.12361707,0.438853193,0.018487514,0.03578456,0.777249402,5.344699115,0.1477455,2.777659637,0.419963133,0.042920179
ENSG00000006025,11.01683708,1.040436916,7.923695001,2.954195046,3.615676982,2.876737817,4.987493157,4.891081685,4.590275433,8.403827247,9.282592086,7.212759371,1.380639306,7.285950839
ENSG00000006042,3.021160649,14.50521439,0.072562329,4.754400546,0,6.597881617,0.11954759,0.78096533,9.737879739,0.693018872,0.059711307,14.16120252,2.817484735,0.043365449
ENSG00000006047,4.845032151,3.588834994,0.017666449,24.68823789,0,1.545904469,0.094593704,4.028116905,1.702142354,8.414408798,0.029075328,4.7314415,0.049587564,2.103154735
ENSG00000006059,0,0,0,0,0,0,0,0,0,0,0.034286446,0,0,0
ENSG00000006062,4.100796435,1.773358358,17.81647325,2.182529927,10.1607307,1.083205659,2.099817274,3.820268231,4.679163251,6.998264033,11.45415327,12.76533291,7.727998858,3.875793053
ENSG00000006071,0.021924334,0.18786769,0,0.047912661,0,0,0.0066512,0,0.236608963,0.016023725,0.070871963,0.024573211,0,0.007720634
ENSG00000006074,0,0,0,0,0,0,0,0,0,0,0.03332829,0,0,0.02904568
ENSG00000006075,0,0,0.538389169,0,4.122025276,0,0,0,0,0,0.856541516,0,0,0
ENSG00000006114,10.06366168,7.343429372,13.87507203,3.552678135,11.07474352,10.29739766,4.883489635,1.410474361,10.52876734,5.916471722,14.1833765,11.58694252,5.830184509,8.837186
ENSG00000006116,0,0,0.013023857,0,0,0,0,0,0,0.025846559,0,0,0,0
ENSG00000006118,24.69756267,42.94342909,6.445333845,14.37752736,1.146282058,59.03619389,71.88488029,21.31087836,17.08081391,13.90382549,3.048186488,38.42204404,48.57419555,4.356662261
ENSG00000006125,27.12928815,53.52236484,23.71421581,23.18548539,31.70837783,36.6718277,48.77704492,21.27168312,30.15555404,24.41644764,31.34914282,49.64357285,57.8189506,31.69420657
ENSG00000006128,0,0.46477629,0,0.256823208,0,0,0,0,0,0,0,0,0,0
ENSG00000006194,12.906922,14.02055927,12.28581592,10.1463859,13.93909958,8.428914631,8.226181259,10.28861217,9.268755053,9.304707166,13.52602981,20.0696282,12.01563867,11.9486191
ENSG00000006210,9.452132754,0.403627054,0.111021866,19.43481713,0.099371403,1.085472632,1.766227467,14.13956864,7.979490946,0.984595135,0.060906358,4.047591456,0.019476551,0.046445024
ENSG00000006282,18.50428421,15.60055631,9.477687916,13.90287837,10.95403031,20.92170285,19.89275361,18.12884826,9.01165778,65.76381175,15.08710195,36.70706823,15.35344393,27.97032478
ENSG00000006283,0.055660095,10.54785449,0.128114395,0.050682332,0.039517139,0.015031057,0,0.028598466,0.045506643,0.111870019,0.033735976,1.294486589,0.004794686,0.009800326
ENSG00000006327,167.7341833,4.675841978,0.311579095,116.4819901,0.237627665,122.3457842,230.7030265,165.7987793,95.07312971,117.2240944,0.394457593,54.58604029,182.4476023,173.5583568
ENSG00000006377,3.886640052,62.18777109,0,0.586964761,0,1.67251828,0,0,3.239646367,4.659290941,0,2.762481169,0,0.767794305
ENSG00000006432,2.822443719,1.582204042,3.676447488,3.71081253,1.967495888,2.467919555,8.863042543,5.006519102,3.83707908,2.043768789,2.864341089,2.841989759,3.591386043,10.49470417
ENSG00000006451,33.10279771,28.41798371,16.92493651,41.99905501,24.7673668,32.44002802,59.64482994,12.10154288,38.30533063,18.63716377,19.42798606,27.96480937,23.02144571,14.46123882
ENSG00000006453,14.47223932,3.616997646,4.874532724,19.92069211,12.95370379,10.60653159,44.38016146,17.60718896,12.63090528,20.33917231,15.08249591,13.61868132,10.90837426,15.45903777
ENSG00000006459,0.372968258,2.123289401,0.19085176,1.9175632,0.181575238,0.665814887,2.065241994,1.009748267,0.415991184,1.540847395,0.271270426,1.196885715,1.075453476,8.195643269
ENSG00000006468,0.808687099,3.715314931,0,0,0.019684993,0.099001953,4.70546671,0.916491757,0.888608868,0.939755152,0.06535346,0.97890328,6.225008034,0
ENSG00000006530,4.236934912,13.78303506,12.89389605,11.40871546,13.78971704,7.028583348,7.385091975,7.497186011,4.305304411,8.491531314,9.653064272,6.847654022,10.85161168,15.13680622
ENSG00000006534,13.46788633,0.024500418,0.088977148,28.42363868,0.045239304,3.091629628,7.239353241,9.450826457,10.69098812,13.29783455,0.142683197,14.86592998,3.656566683,1.511818732
ENSG00000006555,12.4059612,0,0.80555574,5.921732796,0.132449501,3.679387153,5.873204231,6.930201513,7.665881769,3.304712413,0.92342778,8.867383499,0.112492367,0
ENSG00000006576,3.389249373,35.8472933,14.52818162,9.043858663,14.62353635,3.684648235,4.448173546,8.808507008,5.901130548,11.370131,14.53843273,17.42038075,14.29213836,5.20180558
ENSG00000006606,0.258902574,0,0,2.376345326,0,0,0,0,0.254008631,0,0,0.696439065,0,0
ENSG00000006607,3.495497917,9.826258212,7.932342398,2.189566835,6.430748582,6.765467421,2.077246353,4.424388477,4.452079692,3.270588199,6.775309813,3.766747959,4.393575303,2.62958404
ENSG00000006611,1.820085098,0.013330042,0,0,0,0.101943971,0,0,1.574044448,0.206925635,0.065372824,0.271998146,0,0
ENSG00000006625,137.3209984,112.7292009,49.02921517,66.19076303,59.86564999,72.03866824,55.44199115,31.73495563,169.9821862,38.71633819,53.07989059,102.6427786,35.83227131,23.01487547
ENSG00000006634,4.239256306,25.36051617,12.13632813,5.823287122,15.36534556,5.313953912,5.147090585,7.459748054,6.471778444,5.515696655,12.66086036,6.035894355,18.53986209,4.901798571
ENSG00000006638,0.111661662,0.013800274,0,0.244021438,0,0,0.812996954,0.885173894,0.136938702,0.306035941,0.06767892,0.54754228,7.199662449,0.088473497
ENSG00000006652,12.65316802,15.5594772,12.76779334,49.06802254,13.02045106,21.84132097,26.44583237,35.7033022,14.39461366,33.05840328,9.865872441,54.75001979,36.64279201,21.42815215
ENSG00000006659,0.658428718,0,0.623529781,0.411116221,2.690316313,0,0,0,0.461416196,3.970084855,1.197234854,0.474415371,0,0.944022118
ENSG00000006695,12.11278353,9.032228733,8.833049196,13.62307221,11.95122779,16.28690666,4.670204833,12.75599359,16.96800643,12.72359605,8.969706622,5.794043343,25.04213997,8.272225761
ENSG00000006704,10.69470589,11.31009102,1.178841069,8.859333871,0.151003265,12.94625894,9.846296447,11.45262026,10.48646151,13.5335894,0.992624164,10.7561639,8.381170181,11.39014352
ENSG00000006712,47.69574404,38.37774637,41.01579506,38.69735901,32.25254329,97.84633404,31.49399092,34.42190586,57.63271419,47.6335314,41.52091933,51.60197157,39.59573412,109.99
ENSG00000006715,24.61724449,12.75510933,17.32568814,16.09751924,13.84745731,8.88608204,10.27618923,6.615736403,20.86067075,12.24998156,14.55439595,14.21735184,9.695620485,4.3713871
ENSG00000006740,5.573702332,1.097290059,12.89726574,7.500573128,0.350192532,1.864828744,0.074818487,5.07591211,8.057339639,3.82127479,5.092303802,0.156638499,0.866785697,0.217121048
ENSG00000006744,43.60803139,32.90038425,39.63667726,31.31601925,43.6406223,31.95771686,16.56481294,32.98934332,49.08949875,38.89286167,53.87749014,9.845197735,96.73937281,33.25076062
