2021-11-08 19:16:24.978916	https://www.encodeproject.org/report/?type=Experiment&status=released&perturbed=false&assay_title=long+read+scRNA-seq&assay_title=scRNA-seq&assay_title=RNA+microarray&assay_title=long+read+RNA-seq&assay_title=total+RNA-seq&assay_title=polyA+plus+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&status%21=revoked&status%21=archived&audit.ERROR.category%21=mixed+strand+specificities&assembly=GRCh38&assembly=hg19&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000DBQ/	ENCSR000DBQ	transcription profiling by array assay	RNA microarray				Homo sapiens kidney epithelial cell	kidney epithelial cell	UCSC-ENCODE-hg19:wgEncodeEH000356,GEO:GSM472919	RNA Array on human HRE	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AMJ/,/files/ENCFF001AMK/,/files/ENCFF001VWC/,/files/ENCFF001VWD/		ENCBS056ENC	2,1	1		Homo sapiens	unknown													/replicates/3fb18f65-caf8-4b87-887e-2d0071c12519/,/replicates/c29b3936-9998-47d2-9b58-eead42e9bbca/				
/experiments/ENCSR000AFL/	ENCSR000AFL	RNA-seq	total RNA-seq				Homo sapiens tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	tongue	GEO:GSE78579	The libraries contained in this experiment come from human fetal tongue tissue from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF001ROM/,/files/ENCFF001ROE/,/files/ENCFF001ROF/,/files/ENCFF001RON/,/files/ENCFF486LHQ/,/files/ENCFF674CNG/,/files/ENCFF340DEF/,/files/ENCFF526UPZ/,/files/ENCFF673QXN/,/files/ENCFF630CYE/,/files/ENCFF846NPN/,/files/ENCFF503XFU/,/files/ENCFF168SRV/,/files/ENCFF237ZMH/,/files/ENCFF850JYN/,/files/ENCFF402GBP/,/files/ENCFF653FSS/,/files/ENCFF591YWS/,/files/ENCFF047XYY/,/files/ENCFF806DQI/,/files/ENCFF191RVR/,/files/ENCFF955QLT/,/files/ENCFF953NFJ/,/files/ENCFF549SXX/,/files/ENCFF834EBD/,/files/ENCFF310LVR/,/files/ENCFF351DAI/,/files/ENCFF576IYO/,/files/ENCFF690BUS/,/files/ENCFF759QKL/,/files/ENCFF019KCS/,/files/ENCFF554SPE/,/files/ENCFF549UBP/,/files/ENCFF534YBI/,/files/ENCFF750TTN/,/files/ENCFF213CUL/,/files/ENCFF217ZTX/,/files/ENCFF672ODD/,/files/ENCFF546SIN/,/files/ENCFF907UTR/,/files/ENCFF282FYE/,/files/ENCFF472DRI/,/files/ENCFF142JVS/,/files/ENCFF604IKP/,/files/ENCFF830QTV/,/files/ENCFF899AFF/,/files/ENCFF963RNI/,/files/ENCFF300KVF/,/files/ENCFF744YMB/,/files/ENCFF575XSR/,/files/ENCFF834SRA/,/files/ENCFF965OJQ/,/files/ENCFF893CMW/,/files/ENCFF564BUS/,/files/ENCFF132LPV/,/files/ENCFF708FMV/,/files/ENCFF967PCH/,/files/ENCFF755TBK/,/files/ENCFF368SGP/,/files/ENCFF177FWP/,/files/ENCFF198LXH/,/files/ENCFF774CJM/,/files/ENCFF339NLN/,/files/ENCFF175KXC/		ENCBS079RNA,ENCBS080RNA	1,2	1		Homo sapiens	embryonic	20 weeks,24 weeks												/replicates/8a7e07b6-ec39-48ad-a1f1-28bc20a0662a/,/replicates/d9b3e4b7-3a75-4743-df81-4926cb79e553/				
/experiments/ENCSR000AWH/	ENCSR000AWH	transcription profiling by array assay	RNA microarray				Homo sapiens prostate gland tissue male	prostate gland	UCSC-ENCODE-hg19:wgEncodeEH000009	Affy RNA Array on human prostate whole cell long polyA- RNA	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000ABT/,/files/ENCFF000ACQ/,/files/ENCFF001SNE/,/files/ENCFF001SOE/		ENCBS596ENC	1	1		Homo sapiens	unknown													/replicates/3228e2a5-01fc-4776-9514-1f0b0aa1930b/				
/experiments/ENCSR000AEP/	ENCSR000AEP	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens K562	K562	GEO:GSE78560	PolyA RNA-Seq from oligo-dT primed Total RNA on the K562 cell line	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF001RQA/,/files/ENCFF001RQC/,/files/ENCFF001RQE/,/files/ENCFF001RQF/,/files/ENCFF001RQH/,/files/ENCFF001RQB/,/files/ENCFF001RVU/,/files/ENCFF001RWD/,/files/ENCFF001RWA/,/files/ENCFF001RVV/,/files/ENCFF001RZA/,/files/ENCFF001SAP/,/files/ENCFF001SFK/,/files/ENCFF001SFM/,/files/ENCFF001SFI/,/files/ENCFF001SFJ/,/files/ENCFF001SFG/,/files/ENCFF001SFF/,/files/ENCFF001SID/,/files/ENCFF001SIC/,/files/ENCFF001SHC/,/files/ENCFF001SHB/,/files/ENCFF001SGU/,/files/ENCFF001SGT/,/files/ENCFF998NRQ/,/files/ENCFF989OVM/,/files/ENCFF207QLG/,/files/ENCFF423XRC/,/files/ENCFF590QIN/,/files/ENCFF203ICL/,/files/ENCFF937ZQZ/,/files/ENCFF538JKR/,/files/ENCFF639OZV/,/files/ENCFF987BAS/,/files/ENCFF437YKC/,/files/ENCFF489AXC/,/files/ENCFF739YLB/,/files/ENCFF354ODN/,/files/ENCFF401KET/,/files/ENCFF904BIH/,/files/ENCFF937SGQ/,/files/ENCFF437MQH/,/files/ENCFF156DDL/,/files/ENCFF461HPX/,/files/ENCFF968GCE/,/files/ENCFF674VOR/,/files/ENCFF184JEI/,/files/ENCFF366OGD/,/files/ENCFF053RSA/,/files/ENCFF991BRF/,/files/ENCFF964MZP/,/files/ENCFF108FRI/,/files/ENCFF119IAN/,/files/ENCFF990XSY/,/files/ENCFF451LAH/,/files/ENCFF472HFI/,/files/ENCFF060YKD/,/files/ENCFF578UUD/,/files/ENCFF431OSV/,/files/ENCFF122TNW/,/files/ENCFF628SMT/,/files/ENCFF959YEC/	/reference-epigenomes/ENCSR612NLL/	ENCBS087RNA,ENCBS088RNA	1,2	1		Homo sapiens	adult	53 years												/replicates/6d52759f-399e-43ed-97c5-073f1858f4c4/,/replicates/c490d00e-1c1e-4a48-8990-6d363f2cb616/				
/experiments/ENCSR000AWX/	ENCSR000AWX	transcription profiling by array assay	RNA microarray				Homo sapiens HepG2 nuclear fraction	HepG2	UCSC-ENCODE-hg19:wgEncodeEH000025	Affy RNA Array on human HepG2 nucleus long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000ABC/,/files/ENCFF000ACC/,/files/ENCFF001SMQ/,/files/ENCFF001SNQ/		ENCBS860AAA	1	1		Homo sapiens	child	15 years												/replicates/242c76cf-421e-4377-9878-aa0e10546775/		nucleus		
/experiments/ENCSR000AEQ/	ENCSR000AEQ	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens K562	K562	GEO:GSE78561	RNA Evaluation K562 Long Poly-A+ RNA-seq from Wold	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF001RPU/,/files/ENCFF001RPW/,/files/ENCFF001RPZ/,/files/ENCFF001RPV/,/files/ENCFF001RPY/,/files/ENCFF001RPX/,/files/ENCFF001RWE/,/files/ENCFF001RWG/,/files/ENCFF001RWF/,/files/ENCFF001RWC/,/files/ENCFF001RZH/,/files/ENCFF001SBE/,/files/ENCFF001SFQ/,/files/ENCFF001SFR/,/files/ENCFF001SFO/,/files/ENCFF001SFN/,/files/ENCFF001SFP/,/files/ENCFF001SFL/,/files/ENCFF001SIB/,/files/ENCFF001SHA/,/files/ENCFF001SGZ/,/files/ENCFF001SGS/,/files/ENCFF001SGR/,/files/ENCFF001SGE/,/files/ENCFF806KKN/,/files/ENCFF876SDW/,/files/ENCFF614YLO/,/files/ENCFF986BKF/,/files/ENCFF141NBE/,/files/ENCFF685PVQ/,/files/ENCFF209QKA/,/files/ENCFF385NKN/,/files/ENCFF756DQL/,/files/ENCFF590ZZS/,/files/ENCFF150NFG/,/files/ENCFF014PFF/,/files/ENCFF170LCA/,/files/ENCFF491RFA/,/files/ENCFF489VUK/,/files/ENCFF764ZIV/,/files/ENCFF726XVA/,/files/ENCFF409MVF/,/files/ENCFF026BMH/,/files/ENCFF288INX/,/files/ENCFF114XAC/,/files/ENCFF237FXA/,/files/ENCFF868MFR/,/files/ENCFF205KYZ/,/files/ENCFF769VLM/,/files/ENCFF778LGG/,/files/ENCFF688VJF/,/files/ENCFF448XCV/,/files/ENCFF821NHZ/,/files/ENCFF765NIW/,/files/ENCFF071GWP/,/files/ENCFF410KIV/,/files/ENCFF706BMN/,/files/ENCFF486DGZ/,/files/ENCFF882JJJ/,/files/ENCFF156LAV/,/files/ENCFF610CIC/,/files/ENCFF088LCK/		ENCBS087RNA,ENCBS088RNA	1,2	1		Homo sapiens	adult	53 years												/replicates/6f089ed5-4d6e-4a78-957c-4de111998d1c/,/replicates/dc690efc-dd28-46d9-a3a7-9a1ceeba9cdd/				
/experiments/ENCSR000COO/	ENCSR000COO	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens AG04450	AG04450	GEO-obsolete:GSM758561,UCSC-ENCODE-hg19:wgEncodeEH000144,GEO:GSE78585	The libraries contained in this experiment come from the whole cell fraction of independent growths of cell line AG04450. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000ENG/,/files/ENCFF000ENH/,/files/ENCFF000ENJ/,/files/ENCFF000ENL/,/files/ENCFF000ENM/,/files/ENCFF000ENN/,/files/ENCFF000ENP/,/files/ENCFF000ENR/,/files/ENCFF000ENT/,/files/ENCFF000ENU/,/files/ENCFF000ENV/,/files/ENCFF000ENW/,/files/ENCFF000ENX/,/files/ENCFF000ENY/,/files/ENCFF000ENZ/,/files/ENCFF000EOA/,/files/ENCFF000EOG/,/files/ENCFF000EOJ/,/files/ENCFF000EOK/,/files/ENCFF000EON/,/files/ENCFF132WSF/,/files/ENCFF376XMF/,/files/ENCFF444IFB/,/files/ENCFF782CIM/,/files/ENCFF889ZXQ/,/files/ENCFF406NWR/,/files/ENCFF712CBB/,/files/ENCFF714CYS/,/files/ENCFF753FTD/,/files/ENCFF457DZC/,/files/ENCFF360CZL/,/files/ENCFF031BVN/,/files/ENCFF129YAQ/,/files/ENCFF839DDW/,/files/ENCFF145PEH/,/files/ENCFF991LAH/,/files/ENCFF195NGE/,/files/ENCFF444VLK/,/files/ENCFF639SBQ/,/files/ENCFF580OBG/,/files/ENCFF392QNC/,/files/ENCFF179IMO/,/files/ENCFF350VRN/,/files/ENCFF891KWL/,/files/ENCFF443HLP/,/files/ENCFF388BCD/,/files/ENCFF073VPQ/,/files/ENCFF418XEK/,/files/ENCFF197YKC/,/files/ENCFF534YPG/,/files/ENCFF185MKX/,/files/ENCFF142MKK/,/files/ENCFF695KIC/,/files/ENCFF233CCH/,/files/ENCFF270TAI/,/files/ENCFF450KZA/,/files/ENCFF284NHX/,/files/ENCFF025DRM/,/files/ENCFF641JBN/,/files/ENCFF962CME/,/files/ENCFF211ABT/,/files/ENCFF043KOD/,/files/ENCFF774SKN/,/files/ENCFF350BOF/,/files/ENCFF842GUN/,/files/ENCFF647THC/,/files/ENCFF566PRV/,/files/ENCFF486ABY/,/files/ENCFF839QAB/,/files/ENCFF269DHM/,/files/ENCFF905ZQH/,/files/ENCFF281LPY/,/files/ENCFF568EFF/,/files/ENCFF063RRS/,/files/ENCFF569EUR/,/files/ENCFF649UJV/,/files/ENCFF363LOB/,/files/ENCFF323OKH/,/files/ENCFF735EPI/,/files/ENCFF666PEZ/,/files/ENCFF283GJJ/,/files/ENCFF375WAO/,/files/ENCFF326VMM/,/files/ENCFF021WQN/	/reference-epigenomes/ENCSR604KIW/	ENCBS004ENC,ENCBS008ENC	1,2	1		Homo sapiens	embryonic	12 weeks												/replicates/7f0e4f64-d153-48a6-9573-f7eb3220a157/,/replicates/c1660859-c5c6-4fed-a959-9e4c15b94858/				
/experiments/ENCSR000CZI/	ENCSR000CZI	transcription profiling by array assay	RNA microarray				Homo sapiens astrocyte of the spinal cord	astrocyte of the spinal cord	GEO:GSM651563,UCSC-ENCODE-hg19:wgEncodeEH000825	RNA Array on human HA-sp	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AJT/,/files/ENCFF001AJU/,/files/ENCFF001VTM/,/files/ENCFF001VTN/		ENCBS302AAA,ENCBS995OME	1,2	1		Homo sapiens	unknown													/replicates/44ca2b56-6ea9-4b98-b6ec-a6f448676ffd/,/replicates/ff85dbe0-95c2-425a-a07f-b8575ed82306/				
/experiments/ENCSR000AEN/	ENCSR000AEN	RNA-seq	total RNA-seq				Homo sapiens K562	K562	GEO:GSE78558	RNA Evaluation K562 Long Total from Graveley	Brenton Graveley, UConn	ENCODE	released	/files/ENCFF001RCT/,/files/ENCFF001RCU/,/files/ENCFF001RDB/,/files/ENCFF001RDC/,/files/ENCFF001RXU/,/files/ENCFF001RXT/,/files/ENCFF001RXM/,/files/ENCFF001RXL/,/files/ENCFF001RXE/,/files/ENCFF001RXD/,/files/ENCFF001RWW/,/files/ENCFF001RWV/,/files/ENCFF001RWO/,/files/ENCFF001RWN/,/files/ENCFF001SAT/,/files/ENCFF001SAS/,/files/ENCFF001SEU/,/files/ENCFF001SFC/,/files/ENCFF001SER/,/files/ENCFF001SEQ/,/files/ENCFF001SEP/,/files/ENCFF001SEO/,/files/ENCFF001SEN/,/files/ENCFF001SEM/,/files/ENCFF001SEL/,/files/ENCFF001SET/,/files/ENCFF001SKY/,/files/ENCFF001SKX/,/files/ENCFF001SKW/,/files/ENCFF001SKV/,/files/ENCFF001SKU/,/files/ENCFF001SKT/,/files/ENCFF001SKR/,/files/ENCFF001SKQ/,/files/ENCFF404AUP/,/files/ENCFF238WZY/,/files/ENCFF082SVY/,/files/ENCFF369SRU/,/files/ENCFF698YYT/,/files/ENCFF472ZVZ/,/files/ENCFF875YJX/,/files/ENCFF934OIM/,/files/ENCFF278MPF/,/files/ENCFF346EPF/,/files/ENCFF436ZDX/,/files/ENCFF894UPL/,/files/ENCFF295KNU/,/files/ENCFF061KDL/,/files/ENCFF645XVJ/,/files/ENCFF106IKO/,/files/ENCFF657EOD/,/files/ENCFF537SDP/,/files/ENCFF578WIM/,/files/ENCFF464HGS/,/files/ENCFF617ZPZ/,/files/ENCFF763OOB/,/files/ENCFF534SDC/,/files/ENCFF450IVD/,/files/ENCFF363JRF/,/files/ENCFF187BSB/,/files/ENCFF518LCC/,/files/ENCFF359KTO/,/files/ENCFF451DAY/,/files/ENCFF985TJA/,/files/ENCFF456TGV/,/files/ENCFF497TBT/,/files/ENCFF887AYR/,/files/ENCFF724QBU/,/files/ENCFF807HQO/,/files/ENCFF778JRP/,/files/ENCFF060XSB/,/files/ENCFF672QIN/,/files/ENCFF967VIP/,/files/ENCFF681HJP/,/files/ENCFF471XSG/,/files/ENCFF118MJD/,/files/ENCFF811VBA/,/files/ENCFF010QAI/,/files/ENCFF172MWL/,/files/ENCFF743XFR/,/files/ENCFF491TZY/,/files/ENCFF291SEO/,/files/ENCFF855QYP/,/files/ENCFF171NTQ/,/files/ENCFF553DDU/,/files/ENCFF345SBQ/,/files/ENCFF338GUE/,/files/ENCFF516IKJ/,/files/ENCFF366BBR/,/files/ENCFF870NVF/,/files/ENCFF704RNX/,/files/ENCFF919EXM/,/files/ENCFF695MCL/,/files/ENCFF450RLE/,/files/ENCFF930WGB/,/files/ENCFF488ZHV/,/files/ENCFF219JME/,/files/ENCFF251MPZ/,/files/ENCFF814LVG/,/files/ENCFF906FIP/,/files/ENCFF190YMV/,/files/ENCFF547HOC/,/files/ENCFF322XKJ/,/files/ENCFF731FLQ/		ENCBS087RNA,ENCBS088RNA	1,2	1		Homo sapiens	adult	53 years												/replicates/82f8eb82-7cfb-46a2-9aa8-b72e82dffb14/,/replicates/e3abd889-053d-44a9-a1f7-90b06bb6d73f/				
/experiments/ENCSR000BED/	ENCSR000BED	transcription profiling by array assay	RNA microarray				Homo sapiens osteoblast	osteoblast	UCSC-ENCODE-hg19:wgEncodeEH000240,GEO:GSM993592	RNA array on human Osteoblast	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000KSW/,/files/ENCFF000KSX/,/files/ENCFF000KSY/,/files/ENCFF688TOH/,/files/ENCFF947DQZ/,/files/ENCFF976MUW/		ENCBS342AAA	2,1,3	1		Homo sapiens	unknown													/replicates/2cb86d60-878c-46ea-92dd-081a3dfab599/,/replicates/cd99c51f-c16f-465d-8898-e7975e08ad37/,/replicates/e2fdf889-2963-4d77-a62b-d6b11a01ad5f/				
/experiments/ENCSR708VVE/	ENCSR708VVE	RNA-seq	total RNA-seq				Homo sapiens subcutaneous adipose tissue tissue male adult (37 years)	subcutaneous adipose tissue	GEO:GSE88482	The libraries contained in this Experiment come from tissue sub-sections of a 37 year old male's adipose tissue section obtained from GTEx. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF667CWY/,/files/ENCFF360KZB/,/files/ENCFF039JUE/,/files/ENCFF573XAT/,/files/ENCFF729APZ/,/files/ENCFF651FEM/,/files/ENCFF361EHG/,/files/ENCFF394QYI/,/files/ENCFF857WCE/,/files/ENCFF236ZQT/,/files/ENCFF230OBA/,/files/ENCFF618IBY/,/files/ENCFF372XSI/,/files/ENCFF505ZVY/,/files/ENCFF245COB/,/files/ENCFF119AUU/,/files/ENCFF252BIR/,/files/ENCFF343EFT/,/files/ENCFF503KWI/,/files/ENCFF911IWQ/,/files/ENCFF577KCY/,/files/ENCFF749MRL/,/files/ENCFF905WQN/,/files/ENCFF933URD/,/files/ENCFF344RFX/,/files/ENCFF546WSB/,/files/ENCFF553MIM/		ENCBS171DKK	1	1		Homo sapiens	adult	37 years												/replicates/59e72c2f-cd8f-453b-94ce-6a753e04907b/				
/experiments/ENCSR279VNR/	ENCSR279VNR	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell		polyA plus RNA-seq of CD8-positive, alpha-beta memory T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF481HLS/,/files/ENCFF583LOM/,/files/ENCFF065BDP/,/files/ENCFF694FXV/,/files/ENCFF496QEP/,/files/ENCFF535MQH/,/files/ENCFF314XMB/,/files/ENCFF637MQG/,/files/ENCFF093GRG/		ENCBS020LPJ	1	1		Homo sapiens	unknown													/replicates/5e2ddd1e-befa-4a93-82d8-60e2e644f8c5/				
/experiments/ENCSR000CZA/	ENCSR000CZA	transcription profiling by array assay	RNA microarray				Homo sapiens skeletal muscle myoblast	skeletal muscle myoblast	GEO:GSM651575,UCSC-ENCODE-hg19:wgEncodeEH000833	RNA Array on human HSMM	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AMP/,/files/ENCFF001AMR/,/files/ENCFF001VWI/,/files/ENCFF001VWJ/		ENCBS665DRD,ENCBS328AAA	2,1	1		Homo sapiens	unknown													/replicates/9fb12128-f28f-4b50-9e67-2bf71c35435c/,/replicates/9387ca86-4ad6-4dcf-9f18-97a5abefcb4c/				
/experiments/ENCSR000CZP/	ENCSR000CZP	transcription profiling by array assay	RNA microarray				Homo sapiens fibroblast of lung	fibroblast of lung	UCSC-ENCODE-hg19:wgEncodeEH000818,GEO:GSM580036	RNA Array on human pulmonary fibroblasts isolated from lung tissue	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AMF/,/files/ENCFF001AMG/,/files/ENCFF001VVY/,/files/ENCFF001VVZ/		ENCBS323AAA	2,1	1		Homo sapiens	unknown													/replicates/af5cdb9d-bbb9-47c7-b970-7bcc0add5de8/,/replicates/9ea72ee2-8c2b-40ca-ba32-5c8d795e93cd/				
/experiments/ENCSR504NIU/	ENCSR504NIU	RNA-seq	total RNA-seq				Homo sapiens subcutaneous adipose tissue tissue female adult (53 years)	subcutaneous adipose tissue	GEO:GSE88317	The libraries contained in this Experiment come from tissue sub-sections of a 53 year old female's adipose tissue section obtained from GTEx. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF460GEN/,/files/ENCFF222EUQ/,/files/ENCFF221ETF/,/files/ENCFF509VBX/,/files/ENCFF978NMD/,/files/ENCFF429YSA/,/files/ENCFF680ODZ/,/files/ENCFF555JSB/,/files/ENCFF708QKN/,/files/ENCFF453ENE/,/files/ENCFF288CRS/,/files/ENCFF356FLT/,/files/ENCFF048HXJ/,/files/ENCFF586WGC/,/files/ENCFF308UYC/,/files/ENCFF867GTS/,/files/ENCFF967YNU/,/files/ENCFF401KGX/,/files/ENCFF125ERZ/,/files/ENCFF164KCW/,/files/ENCFF812VOB/,/files/ENCFF456DIK/,/files/ENCFF100QGD/,/files/ENCFF560FVE/,/files/ENCFF218AFX/,/files/ENCFF075GMR/,/files/ENCFF682JCA/		ENCBS280PMM	1	1		Homo sapiens	adult	53 years												/replicates/7e6b539e-6399-47dd-888c-7612e8d30092/				
/experiments/ENCSR384HOK/	ENCSR384HOK	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD14-positive monocyte	CD14-positive monocyte		polyA plus RNA-seq of CD14-positive monocyte.	David Hafler, Yale	ENCODE	released	/files/ENCFF258NQF/,/files/ENCFF897EDE/,/files/ENCFF853SNW/,/files/ENCFF454WBO/,/files/ENCFF095CNA/,/files/ENCFF184MTR/,/files/ENCFF244QEJ/,/files/ENCFF396GTR/,/files/ENCFF752WBS/		ENCBS747UFJ	1	1		Homo sapiens	unknown													/replicates/d36d509e-e87e-4f07-bbaf-4ba7ce210849/				
/experiments/ENCSR000DAU/	ENCSR000DAU	transcription profiling by array assay	RNA microarray				Homo sapiens AG09319	AG09319	UCSC-ENCODE-hg19:wgEncodeEH000378,GEO:GSM510538	RNA Array on human AG09319	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AIA/,/files/ENCFF001AIB/,/files/ENCFF001VSD/,/files/ENCFF001VSE/		ENCBS443ENC	2,1	1		Homo sapiens	adult	24 years												/replicates/45131ece-f3df-45ef-acff-379925c48c6e/,/replicates/9a606401-6a58-454d-8edf-625425d82287/				
/experiments/ENCSR761ZWF/	ENCSR761ZWF	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; CD4-positive, CD25-positive, alpha-beta regulatory T cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell		polyA plus RNA-seq of CD4-positive, CD25-positive, alpha-beta regulatory T cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF882QDL/,/files/ENCFF440JLI/,/files/ENCFF478NAC/,/files/ENCFF498CLL/,/files/ENCFF265SLE/,/files/ENCFF910TAZ/,/files/ENCFF034BJH/,/files/ENCFF637YZN/,/files/ENCFF511QCY/		ENCBS781DHR	1	1		Homo sapiens	unknown													/replicates/aec8f9b3-c2f0-4d5d-b3f4-0cb57aa14a18/				
/experiments/ENCSR000BEM/	ENCSR000BEM	transcription profiling by array assay	RNA microarray				Homo sapiens H9	H9	UCSC-ENCODE-hg19:wgEncodeEH001064,GEO:GSM993506	RNA array on human H9ES	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000KNL/,/files/ENCFF000KNM/,/files/ENCFF278DIM/,/files/ENCFF687JUB/		ENCBS298AAA	2,3	1		Homo sapiens	embryonic	5 days												/replicates/aab4f791-183f-46f1-8630-7e45ffd680a2/,/replicates/8b761cca-7dc6-4eb8-addc-7dced682e855/				
/experiments/ENCSR000CZV/	ENCSR000CZV	transcription profiling by array assay	RNA microarray				Homo sapiens dermis blood vessel endothelial cell female adult	dermis blood vessel endothelial cell	UCSC-ENCODE-hg19:wgEncodeEH000812,GEO:GSM580022	RNA Array on human adult blood microvascular endothelial cells, derma-derived (HMVEC-dBl-Ad)	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001ALK/,/files/ENCFF001ALL/,/files/ENCFF001VVD/,/files/ENCFF001VVE/		ENCBS313AAA	1,2	1		Homo sapiens	adult													/replicates/1c76c4b1-fc0e-41fc-a96e-900348bd8f07/,/replicates/f043ec8b-55b7-43ee-a126-1a69038805a2/				
/experiments/ENCSR000CZQ/	ENCSR000CZQ	transcription profiling by array assay	RNA microarray				Homo sapiens fibroblast of pulmonary artery	fibroblast of pulmonary artery	UCSC-ENCODE-hg19:wgEncodeEH000817,GEO:GSM580034	RNA Array on human HPAF	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AMB/,/files/ENCFF001AMC/,/files/ENCFF001VVU/,/files/ENCFF001VVV/		ENCBS321AAA	1,2	1		Homo sapiens	unknown													/replicates/058a5feb-9b31-44eb-946f-f471602b1860/,/replicates/f31574d7-a7e8-4595-b9a1-63b36915f253/				
/experiments/ENCSR827IXS/	ENCSR827IXS	RNA-seq	total RNA-seq				Homo sapiens sigmoid colon tissue female adult (51 years)	sigmoid colon	GEO:GSE88571	The libraries contained in this Experiment come from tissue sub-sections from the sigmoid colon obtained from GTEx. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF658BPQ/,/files/ENCFF064HEH/,/files/ENCFF230EPW/,/files/ENCFF430BVG/,/files/ENCFF395ZDO/,/files/ENCFF735YXS/,/files/ENCFF800CRG/,/files/ENCFF082ERR/,/files/ENCFF697OWF/,/files/ENCFF402TAA/,/files/ENCFF166SLI/,/files/ENCFF018VIR/,/files/ENCFF394EYS/,/files/ENCFF595PAJ/,/files/ENCFF704ICE/,/files/ENCFF017BMX/,/files/ENCFF192TOO/,/files/ENCFF423BSB/,/files/ENCFF740AXO/,/files/ENCFF577LGC/,/files/ENCFF118XUB/,/files/ENCFF884VOC/,/files/ENCFF527ISR/,/files/ENCFF959BMM/,/files/ENCFF365LNK/,/files/ENCFF769YRU/,/files/ENCFF577SLL/	/reference-epigenomes/ENCSR865RRT/	ENCBS214FDP	1	1		Homo sapiens	adult	51 years												/replicates/f1bfb2b6-f176-49c8-a48f-6ae4910d1276/				
